madurai,hyderabad,995
madurai,indore,2091
madurai,jaipur,2496
madurai,kanpur,2345
madurai,lucknow,2424
madurai,madras,480
madurai,nagpur,1568
madurai,nasik,1467
madurai,panjim,872
madurai,patna,2561
madurai,pondicherry,333
madurai,pune,1238
meerut,ahmedabad,1092
meerut,bangalore,2072
meerut,bhubaneshwar,1822
meerut,bombay,1468
meerut,calcutta,1497
meerut,chandigarh,381
meerut,cochin,2741
meerut,delhi,66
meerut,hyderabad,1470
meerut,indore,815
meerut,jaipur,327
meerut,kanpur,537
meerut,lucknow,453
meerut,madras,2266
meerut,nagpur,994
meerut,nasik,1242
meerut,panjim,1805
meerut,patna,934
meerut,pondicherry,2434
meerut,pune,1440
nagpur,ahmedabad,965
nagpur,bangalore,1078
nagpur,bhubaneshwar,830
nagpur,bombay,849
nagpur,calcutta,1163
nagpur,chandigarh,1217
nagpur,cochin,1608
nagpur,delhi,971
nagpur,hyderabad,476
nagpur,indore,445
nagpur,jaipur,928
nagpur,kanpur,777
nagpur,lucknow,856
nagpur,madras,1272
nagpur,nagpur,0
nagpur,nasik,700
nagpur,panjim,1247
nagpur,patna,993
nagpur,pondicherry,1440
nagpur,pune,909
nasik,ahmedabad,504
nasik,bangalore,1036
nasik,bhubaneshwar,1516
nasik,bombay,197
nasik,calcutta,1849
nasik,chandigarh,1466
nasik,cochin,1390
nasik,delhi,1220
nasik,hyderabad,754
nasik,indore,414
nasik,jaipur,1246
nasik,kanpur,1103
nasik,lucknow,1182
nasik,madras,1366
nasik,nagpur,700
nasik,nasik,0
nasik,panjim,701
nasik,patna,1679
nasik,pondicherry,1363
nasik,pune,209
panjim,ahmedabad,1165
panjim,bangalore,440
panjim,bhubaneshwar,1455
panjim,bombay,584
panjim,calcutta,974
panjim,chandigarh,2028
panjim,cochin,798
panjim,delhi,1782
panjim,hyderabad,765
panjim,indore,1115
panjim,jaipur,2496
panjim,kanpur,1813
panjim,lucknow,1883
panjim,madras,909
panjim,nagpur,1247
panjim,nasik,701
panjim,panjim,0
panjim,patna,1804
panjim,pondicherry,739
panjim,pune,501
patna,ahmedabad,1656
patna,bangalore,2071
patna,bhubaneshwar,862
patna,bombay,1856
patna,calcutta,621
patna,chandigarh,1332
patna,cochin,2601
patna,delhi,1086
patna,hyderabad,1489
patna,indore,1205
patna,jaipur,1115
patna,kanpur,595
patna,lucknow,566
patna,madras,2096
patna,nagpur,993
patna,nasik,1679
patna,panjim,1804
patna,patna,0
patna,pondicherry,2264
patna,pune,1738
pondicherry,ahmedabad,1818
pondicherry,bangalore,328
pondicherry,bhubaneshwar,1375
pondicherry,bombay,1452
pondicherry,calcutta,1798
pondicherry,chandigarh,2657
pondicherry,cochin,530
pondicherry,delhi,2411
pondicherry,hyderabad,867
pondicherry,indore,1963
pondicherry,jaipur,2368
pondicherry,kanpur,2217
pondicherry,lucknow,2296
pondicherry,madras,168
pondicherry,nagpur,1440
pondicherry,nasik,1363
pondicherry,panjim,739
pondicherry,patna,2264
pondicherry,pondicherry,0
pondicherry,pune,1154
pune,ahmedabad,664
pune,bangalore,826
pune,bhubaneshwar,1587
pune,bombay,184
pune,calcutta,2058
pune,chandigarh,1663
pune,cochin,1181
pune,delhi,1417
pune,hyderabad,545
pune,indore,623
pune,jaipur,1371
pune,kanpur,1312
pune,lucknow,1391
pune,madras,1157
pune,nagpur,909
pune,nasik,209
pune,panjim,501
pune,patna,1738
pune,pondicherry,1154
pune,pune,0
ranchi,ahmedabad,1781
ranchi,bangalore,2098
ranchi,bhubaneshwar,560
ranchi,bombay,1816
ranchi,calcutta,414
ranchi,chandigarh,1480
ranchi,cochin,2455
ranchi,delhi,1214
ranchi,hyderabad,1434
ranchi,indore,1333
ranchi,jaipur,1243
ranchi,kanpur,723
ranchi,lucknow,912
ranchi,madras,1767
ranchi,nagpur,958
ranchi,nasik,1615
ranchi,panjim,1630
ranchi,patna,302
ranchi,pondicherry,1935
ranchi,pune,1675
shillong,ahmedabad,2839
shillong,bangalore,3242
shillong,bhubaneshwar,1640
shillong,bombay,3011
shillong,calcutta,1281
shillong,chandigarh,2416
shillong,cochin,3599
shillong,delhi,2126
shillong,hyderabad,1309
shillong,indore,2309
shillong,jaipur,2229
shillong,kanpur,1699
shillong,lucknow,1670
shillong,madras,2911
shillong,nagpur,2114
shillong,nasik,2800
shillong,panjim,2925
shillong,patna,1019
shillong,pondicherry,3079
shillong,pune,2860
shimla,ahmedabad,1256
shimla,bangalore,2395
shimla,bhubaneshwar,2127
shimla,bombay,1753
shimla,calcutta,1839
shimla,chandigarh,99
shimla,cochin,3056
shimla,delhi,365
shimla,hyderabad,1812
shimla,indore,1171
shimla,jaipur,636
shimla,kanpur,846
shimla,lucknow,659
shimla,madras,2588
shimla,nagpur,1336
shimla,nasik,1567
shimla,panjim,2130
shimla,patna,1434
shimla,pondicherry,2759
shimla,pune,1782
surat,ahmedabad,263
surat,bangalore,1264
surat,bhubaneshwar,1579
surat,bombay,301
surat,calcutta,1912
surat,chandigarh,1325
surat,cochin,1593
surat,delhi,1182
surat,hyderabad,983
surat,indore,607
surat,jaipur,932
surat,kanpur,1296
surat,lucknow,1375
surat,madras,1695
surat,nagpur,749
surat,nasik,262
surat,panjim,913
surat,patna,1742
surat,pondicherry,1789
surat,pune,412
trivandrum,ahmedabad,2197
trivandrum,bangalore,696
trivandrum,bhubaneshwar,1953
trivandrum,bombay,1376
trivandrum,calcutta,2376
trivandrum,chandigarh,3051
trivandrum,cochin,218
trivandrum,delhi,1950
trivandrum,hyderabad,1261
trivandrum,indore,2156
trivandrum,jaipur,2782
trivandrum,kanpur,2611
trivandrum,lucknow,2690
trivandrum,madras,748
trivandrum,nagpur,1834
trivandrum,nasik,1742
trivandrum,panjim,792
trivandrum,patna,2827
trivandrum,pondicherry,622
trivandrum,pune,1533
varanasi,ahmedabad,1373
varanasi,bangalore,1791
varanasi,bhubaneshwar,968
varanasi,bombay,1597
varanasi,calcutta,695
varanasi,chandigarh,1032
varanasi,cochin,2331
varanasi,delhi,745
varanasi,hyderabad,1189
varanasi,indore,925
varanasi,jaipur,835
varanasi,kanpur,315
varanasi,lucknow,286
varanasi,madras,1985
varanasi,nagpur,713
varanasi,nasik,1399
varanasi,panjim,1524
varanasi,patna,280
varanasi,pondicherry,2153
varanasi,pune,1459
vijayawada,ahmedabad,1705
vijayawada,bangalore,637
vijayawada,bhubaneshwar,775
vijayawada,bombay,973
vijayawada,calcutta,1198
vijayawada,chandigarh,1959
vijayawada,cochin,1174
